Nom du skin,2025-06-05,Steam - 2025-06-05,SkinBaron - 2025-06-05,Steam - 2025-06-06,SkinBaron - 2025-06-06,Steam - 2025-06-07,SkinBaron - 2025-06-07
Sticker | gla1ve (Foil) | Krakow 2017,13.3,13.3,10.62,13.4,10.62,13.0,22.73
Sticker | gla1ve (Foil) | London 2018,9.82,9.82,6.53,9.9,6.53,9.8,16.32
Sticker | gla1ve (Glitter) | Antwerp 2022,0.05,0.05,0.03,0.05,0.03,0.05,0.03
Sticker | gla1ve (Glitter) | Copenhagen 2024,0.06,0.06,0.05,0.06,0.05,0.06,0.09
Sticker | gla1ve (Gold) | Antwerp 2022,4.16,4.16,3.29,4.16,3.29,4.16,3.68
Sticker | gla1ve (Gold) | Berlin 2019,9.98,10.0,6.33,10.0,6.33,10.0,10.11
Sticker | gla1ve (Gold) | Boston 2018,252.0,252.0,215.73,252.0,215.73,252.0,219.96
Sticker | gla1ve (Gold) | Copenhagen 2024,9.02,9.02,6.53,9.02,6.53,8.8,9.38
Sticker | gla1ve (Gold) | Katowice 2019,49.76,49.76,32.73,49.93,32.73,49.91,57.0
Sticker | gla1ve (Gold) | Krakow 2017,380.55,380.55,272.73,383.32,272.73,379.15,278.07
Sticker | gla1ve (Gold) | London 2018,241.61,241.61,136.09,242.61,136.09,241.63,138.76
Sticker | gla1ve (Holo) | Antwerp 2022,0.95,0.95,0.57,0.95,0.57,0.92,0.57
Sticker | gla1ve (Holo) | Copenhagen 2024,0.75,0.75,0.54,0.75,0.54,0.75,0.64
Sticker | gla1ve | Antwerp 2022,0.03,0.03,0.01,0.03,0.01,0.03,0.01
Sticker | gla1ve | Atlanta 2017,4.56,4.56,3.93,4.61,3.93,4.55,5.32
Sticker | gla1ve | Berlin 2019,0.15,0.15,0.1,0.14,0.1,0.14,0.1
Sticker | gla1ve | Boston 2018,1.58,1.58,1.32,1.58,1.32,1.58,1.35
Sticker | gla1ve | Cologne 2016,8.48,8.48,11.56,8.48,11.56,8.48,19.29
Sticker | gla1ve | Copenhagen 2024,0.03,0.03,0.01,0.03,0.01,0.03,0.01
Sticker | gla1ve | Katowice 2019,0.6,0.6,0.38,0.58,0.38,0.73,0.45
Sticker | gla1ve | Krakow 2017,2.7,2.7,1.78,2.71,1.78,2.5,2.0
Sticker | gla1ve | London 2018,1.15,1.15,1.25,1.15,1.25,1.15,1.58
Sticker | gob b (Foil) | Boston 2018,6.94,6.94,5.62,6.92,5.62,6.94,5.81
Sticker | gob b (Foil) | Cluj-Napoca 2015,25.25,25.25,28.36,30.99,28.36,30.99,30.0
Sticker | gob b (Foil) | Cologne 2015,14.85,14.85,12.0,14.79,12.0,14.83,13.48
Sticker | gob b (Foil) | Katowice 2019,2.96,2.96,2.33,2.96,2.33,2.96,2.34
Sticker | gob b (Foil) | Krakow 2017,19.84,19.84,16.64,19.84,16.64,19.84,18.19
Sticker | gob b (Foil) | London 2018,7.93,7.93,6.41,7.93,6.41,7.93,6.64
Sticker | gob b (Gold) | Boston 2018,234.77,234.77,128.18,234.85,128.18,234.9,130.7
Sticker | gob b (Gold) | Katowice 2019,100.64,100.64,45.0,100.64,45.0,100.11,68.24
Sticker | gob b (Gold) | Krakow 2017,520.0,520.0,490.77,520.0,490.77,520.0,775.08
Sticker | gob b (Gold) | London 2018,162.45,162.45,132.2,163.3,132.2,162.08,159.24
Sticker | gob b | Boston 2018,1.17,1.17,0.91,1.17,0.91,1.17,1.09
Sticker | gob b | Cluj-Napoca 2015,9.12,9.12,6.12,9.17,6.12,9.1,8.16
Sticker | gob b | Cologne 2015,5.49,5.49,5.35,6.06,5.35,5.29,9.09
Sticker | gob b | Katowice 2019,0.51,0.51,0.32,0.51,0.32,0.48,0.32
Sticker | gob b | Krakow 2017,1.61,1.61,1.15,1.56,1.15,1.53,1.15
Sticker | gob b | London 2018,0.95,0.95,0.7,0.95,0.7,0.95,0.94
Sticker | gxx- (Glitter) | Antwerp 2022,0.04,0.04,0.02,0.04,0.02,0.04,0.03
Sticker | gxx- (Glitter) | Paris 2023,0.04,0.04,0.02,0.04,0.02,0.04,0.02
Sticker | gxx- (Glitter) | Rio 2022,0.14,0.14,0.09,0.14,0.09,0.14,0.14
Sticker | gxx- (Gold) | Antwerp 2022,2.64,2.64,1.78,2.64,1.78,2.64,1.94
Sticker | gxx- (Gold) | Paris 2023,4.54,4.54,3.65,4.52,3.65,4.52,3.9
Sticker | gxx- (Gold) | Rio 2022,10.26,10.26,4.52,10.32,4.52,10.6,4.61
Sticker | gxx- (Holo) | Antwerp 2022,0.41,0.41,0.38,0.41,0.38,0.41,0.45
Sticker | gxx- (Holo) | Paris 2023,0.59,0.59,0.42,0.6,0.42,0.58,0.43
Sticker | gxx- (Holo) | Rio 2022,3.4,3.4,2.48,3.4,2.48,3.4,7.22
Sticker | gxx- | Antwerp 2022,0.03,0.03,0.01,0.03,0.01,0.03,0.01
Sticker | gxx- | Paris 2023,0.03,0.03,0.01,0.03,0.01,0.03,0.01
Sticker | gxx- | Rio 2022,0.09,0.09,0.05,0.09,0.05,0.1,0.08
Sticker | hades (Foil) | Austin 2025,,,,,,,
Sticker | hades (Glitter) | Antwerp 2022,0.07,0.07,0.02,0.06,0.02,0.06,0.04
Sticker | hades (Glitter) | Copenhagen 2024,0.07,0.07,0.05,0.06,0.05,0.05,0.1
Sticker | hades (Glitter) | Paris 2023,0.06,0.06,0.04,0.06,0.04,0.06,0.04
Sticker | hades (Gold) | Antwerp 2022,4.87,4.87,2.65,4.87,2.65,4.87,9.04
Sticker | hades (Gold) | Austin 2025,,,,,,,
Sticker | hades (Gold) | Copenhagen 2024,5.98,5.98,4.77,5.98,4.77,5.56,4.85
Sticker | hades (Gold) | Paris 2023,2.58,2.58,1.98,2.58,1.98,2.58,2.21
Sticker | hades (Holo) | Antwerp 2022,0.89,0.89,0.49,0.8,0.49,0.8,0.72
Sticker | hades (Holo) | Austin 2025,,,,,,,
Sticker | hades (Holo) | Copenhagen 2024,0.8,0.8,1.12,1.12,1.12,0.81,1.02
Sticker | hades (Holo) | Paris 2023,0.76,0.76,0.48,0.76,0.48,0.78,0.74
Sticker | hades | Antwerp 2022,0.03,0.03,0.02,0.03,0.02,0.03,0.02
Sticker | hades | Austin 2025,,,,,,,
Sticker | hades | Copenhagen 2024,0.03,0.03,0.01,0.03,0.01,0.03,0.01
Sticker | hades | Paris 2023,0.03,0.03,0.01,0.03,0.01,0.03,0.01
Sticker | hallzerk (Foil) | Austin 2025,,,,,,,
Sticker | hallzerk (Glitter) | Copenhagen 2024,0.05,0.05,0.01,0.05,0.01,0.05,0.03
Sticker | hallzerk (Glitter) | Paris 2023,0.03,0.03,0.01,0.03,0.01,0.03,0.01
Sticker | hallzerk (Glitter) | Shanghai 2024,0.06,0.06,0.06,0.07,0.06,0.07,0.13
Sticker | hallzerk (Gold) | Copenhagen 2024,1.11,1.11,0.8,1.11,0.8,1.1,1.8
Sticker | hallzerk (Gold) | Paris 2023,1.27,1.27,0.8,1.28,0.8,1.27,0.97
Sticker | hallzerk (Gold) | Shanghai 2024,4.44,4.44,5.29,4.46,5.29,4.43,4.55
Sticker | hallzerk (Holo) | Copenhagen 2024,0.5,0.5,0.42,0.66,0.42,0.64,0.42
Sticker | hallzerk (Holo) | Paris 2023,0.32,0.32,0.18,0.32,0.18,0.32,0.24
Sticker | hallzerk (Holo) | Shanghai 2024,0.48,0.48,0.41,0.48,0.41,0.48,0.45
Sticker | hallzerk | Austin 2025,,,,,,,
Sticker | hallzerk | Copenhagen 2024,0.03,0.03,0.01,0.03,0.01,0.03,0.01
Sticker | hallzerk | Paris 2023,0.03,0.03,0.01,0.03,0.01,0.03,0.01
Sticker | hallzerk | Shanghai 2024,0.03,0.03,0.01,0.03,0.01,0.03,0.01
Sticker | hampus (Foil) | Austin 2025,,,,,,,
Sticker | hampus (Glitter) | Antwerp 2022,0.05,0.05,0.01,0.04,0.01,0.05,0.03
Sticker | hampus (Glitter) | Rio 2022,0.09,0.09,0.05,0.08,0.05,0.08,0.14
Sticker | hampus (Gold) | Antwerp 2022,2.3,2.3,1.37,2.3,1.37,2.3,3.55
Sticker | hampus (Gold) | Rio 2022,4.55,4.55,2.44,4.17,2.44,3.37,3.76
Sticker | hampus (Gold) | Stockholm 2021,5.93,5.93,3.89,5.91,3.89,5.75,4.8
Sticker | hampus (Holo) | Antwerp 2022,0.52,0.52,0.24,0.52,0.24,0.53,0.5
Sticker | hampus (Holo) | Rio 2022,0.73,0.73,0.61,0.73,0.61,0.73,0.65
Sticker | hampus (Holo) | Stockholm 2021,0.57,0.57,0.26,0.57,0.26,0.57,0.39
Sticker | hampus | Antwerp 2022,0.03,0.03,0.01,0.03,0.01,0.03,0.01
Sticker | hampus | Austin 2025,,,,,,,
Sticker | hampus | Rio 2022,0.06,0.06,0.03,0.07,0.03,0.06,0.03
Sticker | hampus | Stockholm 2021,0.03,0.03,0.02,0.03,0.02,0.03,0.02
Sticker | hardzao (Glitter) | Paris 2023,0.03,0.03,0.02,0.03,0.02,0.03,0.02
Sticker | hardzao (Gold) | Paris 2023,1.3,1.3,0.72,1.28,0.72,1.27,1.29
Sticker | hardzao (Holo) | Paris 2023,0.23,0.23,0.16,0.23,0.16,0.23,0.25
Sticker | hardzao | Paris 2023,0.03,0.03,0.01,0.03,0.01,0.03,0.01
Sticker | hatz (Glitter) | Antwerp 2022,0.05,0.05,0.03,0.05,0.03,0.05,0.03
Sticker | hatz (Gold) | Antwerp 2022,2.36,2.36,1.97,2.37,1.97,2.35,1.97
Sticker | hatz (Holo) | Antwerp 2022,0.49,0.49,0.33,0.49,0.33,0.49,0.33
Sticker | hatz | Antwerp 2022,0.03,0.03,0.01,0.03,0.01,0.03,0.02
Sticker | hazed (Foil) | Cluj-Napoca 2015,38.38,38.38,25.29,38.38,25.29,38.38,25.29
Sticker | hazed (Foil) | Cologne 2015,13.99,13.99,8.48,13.99,8.48,13.99,8.24
Sticker | hazed (Foil) | Cologne 2016,31.9,31.9,22.67,32.13,22.67,32.13,22.75
Sticker | hazed (Foil) | MLG Columbus 2016,19.98,19.98,20.13,19.98,20.13,25.9,20.13
Sticker | hazed | Cluj-Napoca 2015,10.59,10.59,9.27,10.59,9.27,8.34,13.95
Sticker | hazed | Cologne 2015,6.91,6.91,4.77,6.86,4.77,6.9,24.71
Sticker | hazed | Cologne 2016,22.94,22.94,14.59,22.94,14.59,22.94,14.59
Sticker | hazed | MLG Columbus 2016,4.9,4.9,4.07,4.9,4.07,4.9,4.28
Sticker | headtr1ck (Foil) | Austin 2025,,,,,,,
Sticker | headtr1ck (Glitter) | Paris 2023,0.03,0.03,0.03,0.03,0.03,0.03,0.03
Sticker | headtr1ck (Gold) | Paris 2023,1.56,1.56,1.12,1.76,1.12,1.75,1.12
Sticker | headtr1ck (Holo) | Paris 2023,0.27,0.27,0.17,0.27,0.17,0.32,0.37
Sticker | headtr1ck | Austin 2025,,,,,,,
Sticker | headtr1ck | Paris 2023,0.03,0.03,0.01,0.03,0.01,0.03,0.01
Sticker | hooch (Foil) | Cologne 2016,43.28,43.28,38.04,43.4,38.04,43.39,38.17
Sticker | hooch (Foil) | MLG Columbus 2016,19.56,19.56,13.48,19.64,13.48,19.5,19.32
Sticker | hooch | Cologne 2016,56.93,56.93,43.64,57.04,43.64,56.87,64.66
Sticker | hooch | MLG Columbus 2016,9.62,9.62,6.15,9.62,6.15,9.6,6.15
Sticker | huNter (Glitter) | Antwerp 2022,0.08,0.08,0.04,0.08,0.04,0.08,0.06
Sticker | huNter (Gold) | Antwerp 2022,12.74,12.74,8.85,12.74,8.85,12.7,8.84
Sticker | huNter (Holo) | Antwerp 2022,1.58,1.58,1.29,1.57,1.29,1.57,1.12
Sticker | huNter | Antwerp 2022,0.03,0.03,0.01,0.03,0.01,0.03,0.01
Sticker | huNter- (Foil) | Austin 2025,,,,,,,
Sticker | huNter- (Foil) | Berlin 2019,2.9,2.9,2.05,2.91,2.05,2.91,2.19
Sticker | huNter- (Glitter) | Copenhagen 2024,0.08,0.08,0.05,0.08,0.05,0.08,0.08
Sticker | huNter- (Glitter) | Paris 2023,0.04,0.04,0.02,0.04,0.02,0.04,0.03
Sticker | huNter- (Glitter) | Shanghai 2024,0.04,0.04,0.01,0.04,0.01,0.04,0.01
Sticker | huNter- (Gold) | Austin 2025,,,,,,,
Sticker | huNter- (Gold) | Berlin 2019,64.98,64.98,47.45,65.41,47.45,64.82,52.68
Sticker | huNter- (Gold) | Copenhagen 2024,8.75,8.75,6.77,8.75,6.77,8.62,7.16
Sticker | huNter- (Gold) | Paris 2023,8.89,8.89,6.98,8.57,6.98,8.57,7.09
Sticker | huNter- (Gold) | Shanghai 2024,9.03,9.03,6.7,9.04,6.7,8.76,7.35
Sticker | huNter- (Gold) | Stockholm 2021,28.84,28.84,23.11,29.04,23.11,27.42,24.49
Sticker | huNter- (Holo) | Austin 2025,,,,,,,
Sticker | huNter- (Holo) | Copenhagen 2024,1.34,1.34,1.06,1.34,1.06,1.38,1.22
Sticker | huNter- (Holo) | Paris 2023,0.92,0.92,0.63,0.89,0.63,0.87,0.63
Sticker | huNter- (Holo) | Shanghai 2024,0.51,0.51,0.4,0.52,0.4,0.52,0.4
Sticker | huNter- (Holo) | Stockholm 2021,1.89,1.89,1.33,1.67,1.33,1.57,1.45
Sticker | huNter- | Austin 2025,,,,,,,
Sticker | huNter- | Berlin 2019,0.6,0.6,0.48,0.6,0.48,0.6,0.46
Sticker | huNter- | Copenhagen 2024,0.03,0.03,0.01,0.03,0.01,0.03,0.01
Sticker | huNter- | Paris 2023,0.03,0.03,0.01,0.03,0.01,0.03,0.01
Sticker | huNter- | Shanghai 2024,0.03,0.03,0.01,0.03,0.01,0.03,0.01
Sticker | huNter- | Stockholm 2021,0.04,0.04,0.02,0.04,0.02,0.04,0.02
Sticker | hutji (Foil) | Boston 2018,7.42,7.42,6.82,7.47,6.82,7.4,13.65
Sticker | hutji (Foil) | Katowice 2019,4.87,4.87,3.54,5.0,3.54,5.01,7.95
Sticker | hutji (Foil) | Krakow 2017,28.78,28.78,21.54,28.78,21.54,28.79,21.61
Sticker | hutji (Foil) | London 2018,9.5,9.5,6.35,9.5,6.35,9.5,6.06
Sticker | hutji (Gold) | Boston 2018,152.9,152.9,112.77,152.96,112.77,153.0,135.83
Sticker | hutji (Gold) | Katowice 2019,116.18,116.18,47.39,116.18,47.39,116.04,51.08
Sticker | hutji (Gold) | London 2018,283.19,283.19,444.0,282.12,444.0,282.12,520.14
Sticker | hutji | Boston 2018,1.38,1.38,1.24,1.38,1.24,1.38,1.2
Sticker | hutji | Katowice 2019,1.39,1.39,0.67,1.39,0.67,1.35,0.67
Sticker | hutji | Krakow 2017,2.67,2.67,2.0,2.68,2.0,2.66,2.1
Sticker | hutji | London 2018,1.03,1.03,1.05,1.04,1.05,1.08,1.22
Sticker | iBUYPOWER (Holo) | Cologne 2014,371.27,371.27,255.46,369.87,255.46,380.91,255.46
Sticker | iBUYPOWER (Holo) | Katowice 2014,,,136363.5,,136363.5,,139037.29
Sticker | iBUYPOWER | Cologne 2014,112.37,112.37,83.11,114.79,83.11,113.76,88.0
Sticker | iBUYPOWER | DreamHack 2014,287.77,287.77,221.62,286.66,221.62,284.24,227.49
Sticker | iBUYPOWER | Katowice 2014,,,3272.73,,3272.73,,3336.9
Sticker | iM (Champion) | Copenhagen 2024,0.03,0.03,0.01,0.03,0.01,0.03,0.01
Sticker | iM (Foil) | Austin 2025,,,,,,,
Sticker | iM (Glitter) | Copenhagen 2024,0.07,0.07,0.03,0.07,0.03,0.07,0.03
Sticker | iM (Glitter) | Paris 2023,0.03,0.03,0.01,0.03,0.01,0.03,0.03
Sticker | iM (Glitter) | Rio 2022,0.15,0.15,0.12,0.15,0.12,0.15,0.4
Sticker | iM (Glitter) | Shanghai 2024,0.04,0.04,0.01,0.04,0.01,0.04,0.01
"Sticker | iM (Glitter, Champion) | Copenhagen 2024",0.05,0.05,0.02,0.05,0.02,0.05,0.02
Sticker | iM (Gold) | Austin 2025,,,,,,,
Sticker | iM (Gold) | Copenhagen 2024,2.71,2.71,1.87,2.71,1.87,2.71,1.96
Sticker | iM (Gold) | Paris 2023,2.49,2.49,1.82,2.49,1.82,2.5,1.87
Sticker | iM (Gold) | Rio 2022,17.97,17.97,12.05,17.68,12.05,17.68,14.35
Sticker | iM (Gold) | Shanghai 2024,2.08,2.08,1.75,2.08,1.75,2.08,1.69
"Sticker | iM (Gold, Champion) | Copenhagen 2024",1.96,1.96,1.54,1.96,1.54,1.93,1.39
Sticker | iM (Holo) | Austin 2025,,,,,,,
Sticker | iM (Holo) | Copenhagen 2024,0.7,0.7,0.43,0.7,0.43,0.77,0.53
Sticker | iM (Holo) | Paris 2023,0.62,0.57,0.38,0.55,0.38,0.54,0.38
Sticker | iM (Holo) | Rio 2022,1.08,1.08,0.68,1.08,0.68,1.08,0.95
Sticker | iM (Holo) | Shanghai 2024,0.17,0.17,0.13,0.19,0.13,0.16,0.13
"Sticker | iM (Holo, Champion) | Copenhagen 2024",0.59,0.59,0.34,0.55,0.34,0.5,0.37
Sticker | iM | Austin 2025,,,,,,,
Sticker | iM | Copenhagen 2024,0.03,0.03,0.01,0.03,0.01,0.03,0.01
Sticker | iM | Paris 2023,0.03,0.03,0.01,0.03,0.01,0.03,0.01
Sticker | iM | Rio 2022,0.05,0.05,0.02,0.05,0.02,0.05,0.05
Sticker | iM | Shanghai 2024,0.03,0.03,0.01,0.03,0.01,0.03,0.01
Sticker | imoRR (Glitter) | Antwerp 2022,0.21,0.21,0.1,0.21,0.1,0.23,0.13
Sticker | imoRR (Gold) | Antwerp 2022,5.43,5.43,3.63,5.49,3.63,5.46,9.04
Sticker | imoRR (Holo) | Antwerp 2022,1.16,1.16,0.81,1.15,0.81,1.17,0.91
Sticker | imoRR | Antwerp 2022,0.04,0.04,0.03,0.05,0.03,0.05,0.02
Sticker | innocent (Foil) | Boston 2018,22.19,22.19,7.93,22.26,7.93,10.85,7.93
Sticker | innocent (Foil) | Krakow 2017,38.0,38.0,21.14,38.24,21.14,37.9,21.21
Sticker | innocent (Gold) | Boston 2018,276.5,276.5,147.27,276.58,147.27,276.64,501.02
Sticker | innocent (Gold) | Krakow 2017,499.99,499.99,340.91,499.99,340.91,499.99,488.8
Sticker | innocent | Boston 2018,1.95,1.95,1.34,1.95,1.34,1.95,1.61
Sticker | innocent | Krakow 2017,1.8,1.8,1.25,1.8,1.25,1.91,1.25
Sticker | ins (Glitter) | Antwerp 2022,0.09,0.09,0.02,0.08,0.02,0.08,0.04
Sticker | ins (Gold) | Antwerp 2022,1.93,1.93,1.61,1.92,1.61,1.93,1.88
Sticker | ins (Holo) | Antwerp 2022,0.38,0.38,0.27,0.38,0.27,0.43,0.35
Sticker | ins | Antwerp 2022,0.03,0.03,0.01,0.03,0.01,0.03,0.01
Sticker | insani (Foil) | Austin 2025,,,,,,,
Sticker | insani (Glitter) | Shanghai 2024,0.07,0.07,0.02,0.06,0.02,0.06,0.08
Sticker | insani (Gold) | Shanghai 2024,3.99,3.99,2.72,3.99,2.72,3.96,2.88
Sticker | insani (Holo) | Austin 2025,,,,,,,
Sticker | insani (Holo) | Shanghai 2024,0.48,0.48,0.36,0.43,0.36,0.42,0.41
Sticker | insani | Austin 2025,,,,,,,
Sticker | insani | Shanghai 2024,0.03,0.03,0.01,0.03,0.01,0.03,0.01
Sticker | interz (Glitter) | Antwerp 2022,0.07,0.07,0.03,0.07,0.03,0.07,0.03
Sticker | interz (Glitter) | Rio 2022,0.1,0.1,0.13,0.09,0.13,0.09,0.13
Sticker | interz (Gold) | Antwerp 2022,2.49,2.49,1.91,2.78,1.91,2.78,2.8
Sticker | interz (Gold) | Rio 2022,5.76,5.76,3.73,5.72,3.73,5.75,5.33
Sticker | interz (Gold) | Stockholm 2021,6.69,6.69,3.18,6.69,3.18,6.62,15.6
Sticker | interz (Holo) | Antwerp 2022,2.7,2.7,1.74,2.57,1.74,2.58,2.11
Sticker | interz (Holo) | Rio 2022,9.31,9.31,4.77,9.27,4.77,8.9,10.23
Sticker | interz (Holo) | Stockholm 2021,0.48,0.48,0.31,0.48,0.31,0.42,0.33
Sticker | interz | Antwerp 2022,0.03,0.03,0.01,0.03,0.01,0.03,0.01
Sticker | interz | Rio 2022,0.23,0.23,0.14,0.21,0.14,0.21,0.13
Sticker | interz | Stockholm 2021,0.03,0.03,0.01,0.03,0.01,0.03,0.01
Sticker | isak (Foil) | Austin 2025,,,,,,,
Sticker | isak (Glitter) | Copenhagen 2024,0.1,0.1,0.09,0.1,0.09,0.09,0.09
Sticker | isak (Glitter) | Paris 2023,0.04,0.04,0.01,0.04,0.01,0.04,0.03
Sticker | isak (Glitter) | Rio 2022,0.1,0.1,0.06,0.1,0.06,0.1,0.09
Sticker | isak (Gold) | Copenhagen 2024,5.1,5.1,2.53,5.1,2.53,5.1,16.04
Sticker | isak (Gold) | Paris 2023,1.39,1.39,0.87,1.4,0.87,1.47,1.57
Sticker | isak (Gold) | Rio 2022,6.83,6.83,4.32,6.67,4.32,6.67,4.66
Sticker | isak (Holo) | Copenhagen 2024,2.14,2.14,1.52,2.15,1.52,2.14,1.48
Sticker | isak (Holo) | Paris 2023,0.7,0.7,0.41,0.72,0.41,0.72,0.46
Sticker | isak (Holo) | Rio 2022,1.23,1.23,0.5,0.85,0.5,0.85,0.7
Sticker | isak | Austin 2025,,,,,,,
Sticker | isak | Copenhagen 2024,0.03,0.03,0.01,0.03,0.01,0.03,0.01
Sticker | isak | Paris 2023,0.03,0.03,0.01,0.03,0.01,0.03,0.01
Sticker | isak | Rio 2022,0.03,0.03,0.01,0.03,0.01,0.03,0.03
Sticker | jL (Champion) | Copenhagen 2024,0.03,0.03,0.01,0.03,0.01,0.03,0.01
Sticker | jL (Foil) | Austin 2025,,,,,,,
Sticker | jL (Glitter) | Copenhagen 2024,0.07,0.07,0.03,0.07,0.03,0.06,0.05
Sticker | jL (Glitter) | Paris 2023,0.03,0.03,0.01,0.04,0.01,0.03,0.01
Sticker | jL (Glitter) | Shanghai 2024,0.06,0.06,0.02,0.06,0.02,0.06,0.05
"Sticker | jL (Glitter, Champion) | Copenhagen 2024",0.06,0.06,0.02,0.05,0.02,0.05,0.04
Sticker | jL (Gold) | Copenhagen 2024,5.41,5.41,4.21,5.44,4.21,5.56,5.91
Sticker | jL (Gold) | Paris 2023,1.9,1.9,1.15,1.95,1.15,1.95,1.32
Sticker | jL (Gold) | Shanghai 2024,5.26,5.26,3.61,5.17,3.61,5.12,3.62
"Sticker | jL (Gold, Champion) | Copenhagen 2024",3.19,3.19,2.29,3.19,2.29,3.19,2.32
Sticker | jL (Holo) | Copenhagen 2024,0.77,0.77,0.45,0.76,0.45,0.77,0.59
Sticker | jL (Holo) | Paris 2023,0.34,0.34,0.22,0.35,0.22,0.38,0.35
Sticker | jL (Holo) | Shanghai 2024,0.54,0.54,0.34,0.54,0.34,0.52,0.32
"Sticker | jL (Holo, Champion) | Copenhagen 2024",0.6,0.6,0.35,0.58,0.35,0.52,0.4
Sticker | jL | Austin 2025,,,,,,,
Sticker | jL | Copenhagen 2024,0.03,0.03,0.01,0.03,0.01,0.03,0.01
Sticker | jL | Paris 2023,0.03,0.03,0.01,0.03,0.01,0.03,0.01
Sticker | jL | Shanghai 2024,0.03,0.03,0.01,0.03,0.01,0.03,0.01
Sticker | jR (Foil) | Boston 2018,10.71,10.71,7.73,10.76,7.73,10.69,17.05
Sticker | jR (Foil) | Katowice 2019,8.6,8.6,6.33,8.68,6.33,8.68,11.7
Sticker | jR (Foil) | Krakow 2017,35.0,35.0,30.03,35.0,30.03,35.0,30.13
Sticker | jR (Foil) | London 2018,22.51,22.51,15.0,22.11,15.0,22.12,16.03
Sticker | jR (Gold) | Boston 2018,,,218.18,,218.18,,454.98
Sticker | jR (Gold) | Katowice 2019,62.69,62.69,46.23,63.1,46.23,62.53,67.68
Sticker | jR (Gold) | Krakow 2017,520.0,520.0,613.64,520.0,613.64,520.0,625.67
Sticker | jR (Gold) | London 2018,1010.29,1010.29,681.82,1006.48,681.82,1006.48,695.19
Sticker | jR | Boston 2018,2.11,2.11,1.37,2.15,1.37,2.15,1.37
Sticker | jR | Katowice 2019,2.3,2.3,1.47,2.33,1.47,2.32,1.48
Sticker | jR | Krakow 2017,3.8,3.8,2.87,3.81,2.87,3.79,2.9
Sticker | jR | London 2018,2.58,2.58,1.47,2.58,1.47,2.58,2.29
Sticker | jabbi (Glitter) | Antwerp 2022,0.13,0.13,0.11,0.13,0.11,0.16,0.11
Sticker | jabbi (Glitter) | Paris 2023,0.03,0.03,0.01,0.03,0.01,0.03,0.02
Sticker | jabbi (Glitter) | Rio 2022,0.09,0.09,0.06,0.09,0.06,0.09,0.06
Sticker | jabbi (Gold) | Antwerp 2022,5.29,5.29,2.82,5.29,2.82,5.29,3.47
Sticker | jabbi (Gold) | Paris 2023,1.5,1.5,1.09,1.5,1.09,1.49,2.13
Sticker | jabbi (Gold) | Rio 2022,4.54,4.54,3.26,4.52,3.26,4.53,5.93
Sticker | jabbi (Holo) | Antwerp 2022,1.95,1.95,1.18,1.95,1.18,2.04,2.0
Sticker | jabbi (Holo) | Paris 2023,0.27,0.27,0.16,0.27,0.16,0.31,0.26
Sticker | jabbi (Holo) | Rio 2022,1.07,1.07,0.61,1.08,0.61,1.07,0.98
Sticker | jabbi | Antwerp 2022,0.04,0.04,0.01,0.04,0.01,0.04,0.01
Sticker | jabbi | Paris 2023,0.03,0.03,0.01,0.03,0.01,0.03,0.01
Sticker | jabbi | Rio 2022,0.04,0.04,0.02,0.04,0.02,0.04,0.03
Sticker | jackasmo (Glitter) | Shanghai 2024,0.05,0.05,0.02,0.05,0.02,0.04,0.02
Sticker | jackasmo (Gold) | Shanghai 2024,2.64,2.64,1.85,2.64,1.85,2.62,2.97
Sticker | jackasmo (Holo) | Shanghai 2024,0.27,0.27,0.15,0.28,0.15,0.28,0.19
Sticker | jackasmo | Shanghai 2024,0.03,0.03,0.01,0.03,0.01,0.03,0.01
Sticker | jambo (Glitter) | Shanghai 2024,0.05,0.05,0.01,0.04,0.01,0.04,0.15
Sticker | jambo (Gold) | Shanghai 2024,4.45,4.45,3.32,4.31,3.32,4.29,3.32
Sticker | jambo (Holo) | Shanghai 2024,0.31,0.31,0.23,0.31,0.23,0.31,0.25
Sticker | jambo | Shanghai 2024,0.03,0.03,0.01,0.03,0.01,0.03,0.01
Sticker | jasonR (Foil) | MLG Columbus 2016,60.63,60.63,17.73,60.63,17.73,60.55,56.87
Sticker | jasonR | MLG Columbus 2016,15.14,15.14,12.85,15.09,12.85,15.13,12.47
Sticker | jdm64 (Foil) | Atlanta 2017,96.02,96.02,121.09,96.34,121.09,96.34,123.46
Sticker | jdm64 (Foil) | Boston 2018,22.23,22.23,12.95,22.23,12.95,22.21,20.92
Sticker | jdm64 (Foil) | Cluj-Napoca 2015,26.83,26.83,34.93,26.83,34.93,26.83,35.0
Sticker | jdm64 (Foil) | Cologne 2015,20.52,20.52,17.1,20.65,17.1,20.48,18.77
Sticker | jdm64 (Foil) | Cologne 2016,51.31,51.31,52.81,51.64,52.81,51.18,70.0
Sticker | jdm64 (Foil) | MLG Columbus 2016,26.22,26.22,34.97,26.38,34.97,35.11,102.02
Sticker | jdm64 (Gold) | Boston 2018,,,750.0,,750.0,,764.71
Sticker | jdm64 | Atlanta 2017,25.48,25.48,10.88,25.0,10.88,25.0,21.48
Sticker | jdm64 | Boston 2018,2.61,2.61,2.15,2.64,2.15,2.61,2.83
Sticker | jdm64 | Cluj-Napoca 2015,8.2,8.2,5.38,8.2,5.38,8.2,15.99
